enc_input,dec_input
उन्होने युद्ध कला अपनी माँ से सीखी.,उन्होंने युद्ध कला अपनी माँ से सीखी.
तब बाबा ने कहा निश्चिंत होकर तुम और तुम्हारा परिवार मेरा पूजन अर्चना करो इससे तुम लोगों कि ईश भक्ति और सोजन्यशिलता बढ़ेगी.,तब बाबा ने कहा निश्चिंत होकर तुम और तुम्हारा परिवार मेरी पूजन अर्चना करो इससे तुम लोगों कि ईश भक्ति और सोजन्यशिलता बढ़ेगी.
यह वर्णमाला फ़ोनीशियाई वर्णमाला से उत्पन्न हुई थी और यूरोप की कई वर्ण व्यवस्थाएँ इस से जन्मी हैं.,यह वर्णमाला फ़ोनीशियाई वर्णमाला से उत्पन्न हुई थी और यूरोप की कई वर्ण व्यवस्थाएँ इसी से जन्मी हैं.
उन्होने स्वयं इस दिशा में प्रयत्न किया और दूसरों से भी लिखवाया.,उन्होंने स्वयं इस दिशा में प्रयत्न किया और दूसरों से भी लिखवाया.
इनकी स्‍वरूप राजस्थान में उदयपुर के निकट राजसमन्‍द जिले के नाथद्वारा के श्रीनाथजी मन्दिर में विराजमान है.,इनका स्‍वरूप राजस्थान में उदयपुर के निकट राजसमन्‍द जिले के नाथद्वारा के श्रीनाथजी मन्दिर में विराजमान है.
उनकी १६वे जन्म दिवस पर उन्होने सामुहिक रुप से शिमला के चर्च् मे एक इसाई के रुप मे बप्तिस्मा लिया.,उनके १६वे जन्म दिवस पर उन्होने सामुहिक रुप से शिमला के चर्च् मे एक इसाई के रुप मे बप्तिस्मा लिया.
बगडावतों के वीरगति प्राप्त होने के बाद देवनारायण का अवतार हुआ तथा उन्होने राजा दुर्जनसाल का वध किया.,बगडावतों के वीरगति प्राप्त होने के बाद देवनारायण का अवतार हुआ तथा उन्होंने राजा दुर्जनसाल का वध किया.
नर्सों की कोशिश होती हैं उनके गरिमा की रक्षा करना जो उनके संरक्षण मैं हैं.,नर्सों की कोशिश होती हैं उनकी गरिमा की रक्षा करना जो उनके संरक्षण मैं हैं.
"उन्होने कलिंग प्रौद्योगिकी संस्थान, कलिंग औद्योगिक प्रौद्योगिकी संस्थान तथा कलिंग समाज विज्ञान संस्थान के संस्थापक हैं.","वे कलिंग प्रौद्योगिकी संस्थान, कलिंग औद्योगिक प्रौद्योगिकी संस्थान तथा कलिंग समाज विज्ञान संस्थान के संस्थापक हैं."
उन्होने सदैव अपने पति का राजनीतिक कार्यो मे साथ दिया.,उन्होंने सदैव अपने पति का राजनीतिक कार्यो मे साथ दिया.
यह उत्तर प्रदेश का विशालतम सेतु माना जाता है.,इसे उत्तर प्रदेश का विशालतम सेतु माना जाता है.
उनका बचपन का नाम थांवरदास लीलाराम रखा गया.,उनके बचपन का नाम थांवरदास लीलाराम रखा गया.
वे पास के गाँव रालेगन सिद्धि में रहने लगे और इसी गाँव को उन्होने अपनी सामाजिक कर्मस्थली बनाकर समाज सेवा में जूट गए.,वे पास के गाँव रालेगन सिद्धि में रहने लगे और इसी गाँव को उन्होंने अपनी सामाजिक कर्मस्थली बनाकर समाज सेवा में जूट गए.
पंचतंत्र में किसी असामान्य कौशल या क्षमता अर्जित करने को सिद्धि कहा गया है.,पंचतंत्र में कोई असामान्य कौशल या क्षमता अर्जित करने को सिद्धि कहा गया है.
जिन शब्दों से किसी कार्य का करना या होना व्यक्त हो उसे क्रिया कहते हैं.,जिन शब्दों से किसी कार्य का करना या होना व्यक्त हो उन्हें क्रिया कहते हैं.
उन्होने दो अर्द्ध शतक बनाये जिसके फलस्वरूप इंग्लैंड ने 2 मैचों की सीरीज़ को जीत लिया.,उन्होंने दो अर्द्ध शतक बनाये जिसके फलस्वरूप इंग्लैंड ने 2 मैचों की सीरीज़ को जीत लिया.
उनके मां का नाम माया पंडा और पिता का नाम आदित्य प्रसाद पंडा था.,उनकी मां का नाम माया पंडा और पिता का नाम आदित्य प्रसाद पंडा था.
वह हज़रत अबु बक्र के बाद मुसलमानों के दूसरे ख़लीफ़ा चुने गये.,वो हज़रत अबु बक्र के बाद मुसलमानों के दूसरे ख़लीफ़ा चुने गये.
यह फ़ाइल आपका नहीं है.,यह फ़ाइल आपकी नहीं है.
उन्होने भोंसले परिवार को विशिष्टता प्रदान की.,उन्होंने भोंसले परिवार को विशिष्टता प्रदान की.
"उनके प्रमुख साहित्यिक और संगीतमय रचनाएं, शैली द्वारा समूहीकृत, नीचे सूचीबद्ध हैं.","उनकी प्रमुख साहित्यिक और संगीतमय रचनाएं, शैली द्वारा समूहीकृत, नीचे सूचीबद्ध हैं."
यह २ दिसंबर २०११ को स्मिता के जन्म दिवस पर रिलिज़ किया गया.,इसे २ दिसंबर २०११ को स्मिता के जन्म दिवस पर रिलिज़ किया गया.
"वो सर्वशक्तिमान, सर्वज्ञ और सर्वव्यापक है.","वह सर्वशक्तिमान, सर्वज्ञ और सर्वव्यापक है."
"इससे, लोगों को कैसा भ्रम प्राप्त है.","इसे, लोगों को कैसा भ्रम प्राप्त है."
"18 मार्च 1952 में, एक महीने बाद ही, उन्होने अपनी पुस्तक पूरी कर ली.","18 मार्च 1952 में, एक महीने बाद ही, उन्होंने अपनी पुस्तक पूरी कर ली."
शुरू शुरू में उन्होने अपनी पुस्तकें स्वयं प्रकाशित कीं किन्तु बिक्रय व्यवस्था में सफलता न मिलती देख प्रकाशन व्यवसाय से हाथ वापस खींच लिया.,शुरू शुरू में उन्होंने अपनी पुस्तकें स्वयं प्रकाशित कीं किन्तु बिक्रय व्यवस्था में सफलता न मिलती देख प्रकाशन व्यवसाय से हाथ वापस खींच लिया.
उनकी माता पिता रामदुलारी और रामलाल निरक्षर होने के बावजूद कर्तव्यनिष्ठ और धर्मपरायण थे.,उनके माता पिता रामदुलारी और रामलाल निरक्षर होने के बावजूद कर्तव्यनिष्ठ और धर्मपरायण थे.
"१९१३ में राष्ट्रपति वूड्रो विल्सन से मुलाकात के समय उसने निमोनिया हो गया, जिस कारण उसकी मौत हो गई.","१९१३ में राष्ट्रपति वूड्रो विल्सन से मुलाकात के समय उसे निमोनिया हो गया, जिस कारण उसकी मौत हो गई."
उन्होने कला के क्षेत्र मे सन १९९६ मे नोबेल पुरस्कार जीता था.,उन्होंने कला के क्षेत्र मे सन १९९६ मे नोबेल पुरस्कार जीता था.
"किसी कवि ने अपने नाम की बजाय अपने सेवक का नाम प्रतिष्ठित करने के लिए कृति रची हो, इसकी केवल यही उदहरण है.","किसी कवि ने अपने नाम की बजाय अपने सेवक का नाम प्रतिष्ठित करने के लिए कृति रची हो, इसका केवल यही उदहरण है."
उनके आर्थिक अवस्था कमजोर था.,उनका आर्थिक अवस्था कमजोर था.
उनका आर्थिक अवस्था कमजोर था.,उनकी आर्थिक स्थिति कमजोर थी.
क्रियाशीलता रखें और इसके निरंतरता के लिए चाशनी का परीक्षण करें.,क्रियाशीलता रखें और इसकी निरंतरता के लिए चाशनी का परीक्षण करें.
वह मंच पर भरत नाट्यम का प्रदर्शन किया.,उसने मंच पर भरत नाट्यम का प्रदर्शन किया.
श्रीमाँ शारदा देवी के रहने के लिए वे कोलकाता मेँ उद्वोधन भवन का निर्माण करवाया और बांग्ला पत्रिका उद्वोधन का प्रकाशन किया.,श्रीमाँ शारदा देवी के रहने के लिए उन्होने कोलकाता मेँ उद्वोधन भवन का निर्माण करवाया और बांग्ला पत्रिका उद्वोधन का प्रकाशन किया.
श्रीमाँ शारदा देवी के रहने के लिए उन्होने कोलकाता में उद्वोधन भवन का निर्माण करवाया और बांग्ला पत्रिका उद्बोधन का प्रकाशन किया.,श्रीमाँ शारदा देवी के रहने के लिए उन्होंने कोलकाता में उद्वोधन भवन का निर्माण करवाया और बांग्ला पत्रिका उद्बोधन का प्रकाशन किया.
यह रॉबिन्सन झील के नाम से भी जाना जाता है.,इसे रॉबिन्सन झील के नाम से भी जाना जाता है.
उन्होने कई किताबें लिखी हैं.,उन्होंने कई किताबें लिखी हैं.
सिख अधिकतर भारतीय पंजाब में आबाद हैं और अमृतसर में उनके मत्वपूर्ण राजनैतिक और धार्मिक अकाल तख़्त स्थित है.,सिख अधिकतर भारतीय पंजाब में आबाद हैं और अमृतसर में उनका मत्वपूर्ण राजनैतिक और धार्मिक अकाल तख़्त स्थित है.
उन्होने अपने पति ज्योतिराव गोविंदराव फुले के साथ मिलकर स्त्रियों के अधिकारों एवं शिक्षा के लिए बहुत से कार्य किए.,उन्होंने अपने पति ज्योतिराव गोविंदराव फुले के साथ मिलकर स्त्रियों के अधिकारों एवं शिक्षा के लिए बहुत से कार्य किए.
१८५२ में उन्होने अछूत बालिकाओं के लिए एक विद्यालय की स्थापना की.,१८५२ में उन्होंने अछूत बालिकाओं के लिए एक विद्यालय की स्थापना की.
उन्होने 1946 में काहिरा विश्वविद्यालय से उच्च शिक्षा प्राप्त करने के पश्चात पेरिस विश्वविद्यालय से अंतर्राष्ट्रीय लाँ में पी एच डी की डिग्री ली.,उन्होंने 1946 में काहिरा विश्वविद्यालय से उच्च शिक्षा प्राप्त करने के पश्चात पेरिस विश्वविद्यालय से अंतर्राष्ट्रीय लाँ में पी एच डी की डिग्री ली.
साथ ही उन्होने 1949 में अंतर्राष्ट्रीय संबंध पर आधारित डिप्लोमा किया.,साथ ही उन्होंने 1949 में अंतर्राष्ट्रीय संबंध पर आधारित डिप्लोमा किया.
इस दौरान उन्होने मिस्र के राष्ट्रपति सादात और इजरायल के प्रधान मंत्री के बीच शांति समझौते में एक बड़ी भूमिका निभाई.,इस दौरान उन्होंने मिस्र के राष्ट्रपति सादात और इजरायल के प्रधान मंत्री के बीच शांति समझौते में एक बड़ी भूमिका निभाई.
उन्होने 2003 से 2006 तक दक्षिण केंद्र के बोर्ड के अध्यक्ष के रूप में भी सेवा की.,उन्होंने 2003 से 2006 तक दक्षिण केंद्र के बोर्ड के अध्यक्ष के रूप में भी सेवा की.
इनके सृजन हिन्दी की तत्कालीन तीनों काव्य धाराओं से सम्पृक्त है.,इनका सृजन हिन्दी की तत्कालीन तीनों काव्य धाराओं से सम्पृक्त है.
मगर उनके शासन जल्द ही ख़त्म होने की वजह से उनकी ये कोशिश असफल रह गई.,मगर उनका शासन जल्द ही ख़त्म होने की वजह से उनकी ये कोशिश असफल रह गई.
"अपने अभियान से संजोगता बनाते हुए उन्होने अपनी प्रदर्शनी का नाम "" दिल से दिल तक "" रखा है.","अपने अभियान से संजोगता बनाते हुए उन्होंने अपनी प्रदर्शनी का नाम "" दिल से दिल तक "" रखा है."
उन्होने १८५७ के भारतीय स्वतंत्रता के प्रथम संग्राम में जमकर अंग्रेजों से लड़ाई की थी.,उन्होंने १८५७ के भारतीय स्वतंत्रता के प्रथम संग्राम में जमकर अंग्रेजों से लड़ाई की थी.
इसके अनुसार जिन लोगों का अंक 11 होता है वो महान योजनाकार और शानदार ढँग से कार्य करने वाले होते हैं.,इसके अनुसार जिन लोगों का अंक 11 होता है वे महान योजनाकार और शानदार ढँग से कार्य करने वाले होते हैं.
यह मंदिर 1600 वर्ष से भी अधिक पुराना है जिसकी कई बार विस्तार और मरम्मत हो चुकी है.,यह मंदिर 1600 वर्ष से भी अधिक पुराना है जिसका कई बार विस्तार और मरम्मत हो चुकी है.
सबसे पहले उन्होने ही न्यूक्लीक अम्ल अलग करने में सफलता प्राप्त की थी.,सबसे पहले उन्होंने ही न्यूक्लीक अम्ल अलग करने में सफलता प्राप्त की थी.
उसकी माँ सावित्री देवी  पद्मिनी कोल्हापुरी  ऑटोरिक्शा चलाती हैं और चाहती हैं कि उनकी बेटा ईमानदार पुलिस अफ़सर बने.,उसकी माँ सावित्री देवी  पद्मिनी कोल्हापुरी  ऑटोरिक्शा चलाती हैं और चाहती हैं कि उनका बेटा ईमानदार पुलिस अफ़सर बने.
कथा सतीसर उनकी सबसे विख्यात उपन्यास है.,कथा सतीसर उनका सबसे विख्यात उपन्यास है.
इसमें पिस्तौल में लगने वाला कुन्दा अलग से मिलता था.,इसका पिस्तौल में लगने वाला कुन्दा अलग से मिलता था.
सार्वजनिक क्षेत्र का यह पहला बैंक है जिसके निदेशक मंडल के सभी सदस्यायें महिलाएं हैं.,सार्वजनिक क्षेत्र का यह पहला बैंक है जिसकी निदेशक मंडल की सभी सदस्यायें महिलाएं हैं.
वह गीता सिद्धार्थ की बेटी हैं.,वो गीता सिद्धार्थ की बेटी हैं.
उन्होने अपने भाई विलायत के साथ मिलकर नाजी अत्याचार को कुचलने का निर्णय लिया.,उन्होंने अपने भाई विलायत के साथ मिलकर नाजी अत्याचार को कुचलने का निर्णय लिया.
१९३६ से १९४२ तक उन्होने ढाका विश्वविद्यालय के उपकुलपति रहे.,१९३६ से १९४२ तक वे ढाका विश्वविद्यालय के उपकुलपति रहे.
"उन्होने ही मलयर, पाणन, वण्णान, वेलर जैसी आदिवासी समुदायो मे तेय्यम के निष्पादन की ज़िम्मेदारी सौंप दी थी.","उन्होंने ही मलयर, पाणन, वण्णान, वेलर जैसी आदिवासी समुदायो मे तेय्यम के निष्पादन की ज़िम्मेदारी सौंप दी थी."
अनिल कपुर ने कपिल शर्मा को अपने फिल्म मे एक भूमिका भी दी थी.,अनिल कपुर ने कपिल शर्मा को अपनी फिल्म मे एक भूमिका भी दी थी.
उन्होने तीसरे और अंतिम मैच में अपने वनडे करियर की शुरुआत की और इमरूल कायेस का विकेट लिया.,उन्होंने तीसरे और अंतिम मैच में अपने वनडे करियर की शुरुआत की और इमरूल कायेस का विकेट लिया.
सिडनी में दूसरे टेस्ट मैच में उन्होने चार विकेट लिये.,सिडनी में दूसरे टेस्ट मैच में उन्होंने चार विकेट लिये.
सरोगट मातृत्व का अभ्यास एक लम्बा इतिहास रहा है और यह कई संस्कृतियों मे स्वीकार किया गया है.,सरोगट मातृत्व का अभ्यास एक लम्बा इतिहास रहा है और इसे कई संस्कृतियों मे स्वीकार किया गया है.
"उन्होने भारत को टेस्ट, एक दिवसीय और ट्वेंटी २० में प्रतिनिधित्व किया है.","उन्होंने भारत को टेस्ट, एक दिवसीय और ट्वेंटी २० में प्रतिनिधित्व किया है."
बाद में उन्होने फिर से २०१२ में बैंगलोर रॉयल चैलेंजर्स के लिए खेला.,बाद में उन्होंने फिर से २०१२ में बैंगलोर रॉयल चैलेंजर्स के लिए खेला.
उन्होने अपनी पहली मैच बंगाल के खिलाफ खेला था.,उन्होंने अपनी पहली मैच बंगाल के खिलाफ खेला था.
उन्होने १८ ५२ की औसत से ४० विकेट प्राप्त किया.,उन्होंने १८ ५२ की औसत से ४० विकेट प्राप्त किया.
"२०१० के इंडियन प्रीमियर लीग में उन्होने १६ विकेट प्राप्त किया, तेज गेंदबाजों के बीच सबसे अधिक विकेट लेनेवाले रहे थे.","२०१० के इंडियन प्रीमियर लीग में उन्होंने १६ विकेट प्राप्त किया, तेज गेंदबाजों के बीच सबसे अधिक विकेट लेनेवाले रहे थे."
उन्होने अगली मैच से पहले अपने घुटने घायल कर लिया.,उन्होंने अगली मैच से पहले अपने घुटने घायल कर लिया.
उन्होने इंग्लैंड के खिलाफ तीन मैच खेले और बाद में उन्हे पहली बार टेस्ट मैच खेलने का मौका मिला.,उन्होंने इंग्लैंड के खिलाफ तीन मैच खेले और बाद में उन्हे पहली बार टेस्ट मैच खेलने का मौका मिला.
उन्होने भारत के खिलाफ ५ सित्मबर २००७ मे अपने एक दिन इंटरनेशनल मे डेब्युट बना दिया.,उन्होंने भारत के खिलाफ ५ सित्मबर २००७ मे अपने एक दिन इंटरनेशनल मे डेब्युट बना दिया.
"तथा उन्होने "" खड़ा जयध्वनि "" प्राप्त किया.","तथा उन्होंने "" खड़ा जयध्वनि "" प्राप्त किया."
उन्होने न्यूज़ हॉर नामक कार्यक्रम की एंकरिंग करते थे.,वे न्यूज़ हॉर नामक कार्यक्रम की एंकरिंग करते थे.
"पाथेर पांचाली, इस चलचित्र के द्वारा उन्होने भारतीय सिनेमा मे प्रवेश किया.","पाथेर पांचाली, इस चलचित्र के द्वारा उन्होंने भारतीय सिनेमा मे प्रवेश किया."
"हेपतुल्ला ने मुंबई प्रदेश कांग्रेस कमेटी की महासचिव से अपना राजनीतिक जीवन शुरू किया, तत्पश्चात उन्होने उपाध्यक्ष का उत्तरदायित्व भी निभाया.","हेपतुल्ला ने मुंबई प्रदेश कांग्रेस कमेटी की महासचिव से अपना राजनीतिक जीवन शुरू किया, तत्पश्चात उन्होंने उपाध्यक्ष का उत्तरदायित्व भी निभाया."
उन्होने 26 मई 2014 को नरेंद्र मोदी मंत्रिमंडल में केंद्रीय मंत्री के रूप में शपथ ली.,उन्होंने 26 मई 2014 को नरेंद्र मोदी मंत्रिमंडल में केंद्रीय मंत्री के रूप में शपथ ली.
वह केवल 19 वर्ष के थे जब उन्होने अपने कॉलेज के दिनों में अपनी पहली शायरी सुनाई थी.,वह केवल 19 वर्ष के थे जब उन्होंने अपने कॉलेज के दिनों में अपनी पहली शायरी सुनाई थी.
"उन्होने "" टाइम्स ऑफ इंडिया "" और "" द एशियन एज "" सहित मुख्यधारा के चार समाचार पत्रों में साप्ताहिक स्तंभ लिखती हैं.","वे "" टाइम्स ऑफ इंडिया "" और "" द एशियन एज "" सहित मुख्यधारा के चार समाचार पत्रों में साप्ताहिक स्तंभ लिखती हैं."
उन्होने 27 अप्रैल 2014 को उच्चतम न्यायालय के 41 वे मुख्य न्यायाधीश के रूप में पदभार ग्रहण किया.,उन्होंने 27 अप्रैल 2014 को उच्चतम न्यायालय के 41 वे मुख्य न्यायाधीश के रूप में पदभार ग्रहण किया.
